Municipio,Edad mediana
Jalpa de Méndez,27.0
Total estatal,29.0
Cárdenas,27.0
Emiliano Zapata,30.0
Macuspana,28.0
Jalapa,31.0
Centla,26.0
Comalcalco,28.0
Paraíso,29.0
Tenosique,29.0
Nacajuca,29.0
Balancán,29.0
Huimanguillo,26.0
Cunduacán,27.0
Jonuta,28.0
Teapa,28.0
Centro,31.0
Tacotalpa,27.0
