Municipio,Población total
Jalpa de Méndez,91185.0
Total estatal,2.402598e6
Cárdenas,243229.0
Emiliano Zapata,32181.0
Macuspana,158601.0
Jalapa,37749.0
Centla,107731.0
Comalcalco,214877.0
Paraíso,96741.0
Tenosique,62310.0
Nacajuca,150300.0
Balancán,58524.0
Huimanguillo,190885.0
Cunduacán,137257.0
Jonuta,30798.0
Teapa,58718.0
Centro,683607.0
Tacotalpa,47905.0
