Municipio,Nacimientos
Jalpa de Méndez,1731.0
Total estatal,43759.0
Cárdenas,5449.0
Emiliano Zapata,460.0
Macuspana,3321.0
Jalapa,522.0
Centla,2266.0
Comalcalco,3809.0
Paraíso,1678.0
Tenosique,1118.0
Nacajuca,2406.0
Balancán,1113.0
Huimanguillo,4089.0
Cunduacán,2741.0
Jonuta,574.0
Teapa,1106.0
Centro,10464.0
Tacotalpa,903.0
