Municipio,Edad mediana
Total estatal,30.0
Escuinapa,28.0
Ahome,30.0
Choix,29.0
Concordia,32.0
Mocorito,34.0
Mazatlán,31.0
Navolato,28.0
Culiacán,29.0
San Ignacio,32.0
Badiraguato,28.0
Sinaloa,30.0
Angostura,35.0
Elota,25.0
El Fuerte,30.0
Rosario,30.0
Salvador Alvarado,31.0
Guasave,31.0
Cosalá,26.0
