Municipio,Porcentaje de mujeres
Jalpa de Méndez,Jalpa de Méndez
Total estatal,Total estatal
Cárdenas,Cárdenas
Emiliano Zapata,Emiliano Zapata
Macuspana,Macuspana
Jalapa,Jalapa
Centla,Centla
Comalcalco,Comalcalco
Paraíso,Paraíso
Tenosique,Tenosique
Nacajuca,Nacajuca
Balancán,Balancán
Huimanguillo,Huimanguillo
Cunduacán,Cunduacán
Jonuta,Jonuta
Teapa,Teapa
Centro,Centro
Tacotalpa,Tacotalpa
