Municipio,Población de 5 años y más hablante de lengua indígena
Jalpa de Méndez,482.0
Total estatal,60526.0
Cárdenas,1009.0
Emiliano Zapata,199.0
Macuspana,6004.0
Jalapa,75.0
Centla,3480.0
Comalcalco,558.0
Paraíso,181.0
Tenosique,2908.0
Nacajuca,14869.0
Balancán,698.0
Huimanguillo,669.0
Cunduacán,288.0
Jonuta,296.0
Teapa,317.0
Centro,20565.0
Tacotalpa,7928.0
