Municipio,Defunciones Generales
Jalpa de Méndez,472.0
Total estatal,14679.0
Cárdenas,1526.0
Emiliano Zapata,230.0
Macuspana,1138.0
Jalapa,295.0
Centla,702.0
Comalcalco,1241.0
Paraíso,577.0
Tenosique,349.0
Nacajuca,717.0
Balancán,355.0
Huimanguillo,1187.0
Cunduacán,852.0
Jonuta,167.0
Teapa,397.0
Centro,4141.0
Tacotalpa,327.0
