Municipio,Total
Carmen,248845.0
Total estatal,928363.0
Campeche,294077.0
Calakmul,31714.0
Champotón,78170.0
Palizada,8683.0
Tenabo,11452.0
Hecelchakán,31917.0
Escárcega,59923.0
Candelaria,46913.0
Calkiní,59232.0
Hopelchén,42140.0
Seybaplaya,15297.0
