Municipio,Total
Carmen,1297.0
Total estatal,5121.0
Campeche,1697.0
Calakmul,104.0
Champotón,523.0
Palizada,68.0
Tenabo,82.0
Hecelchakán,166.0
Escárcega,279.0
Candelaria,246.0
Calkiní,413.0
Hopelchén,243.0
Seybaplaya,0.0
