Municipio,Total
Carmen,2945.0
Total estatal,91094.0
Campeche,12837.0
Calakmul,7148.0
Champotón,8180.0
Palizada,56.0
Tenabo,1752.0
Hecelchakán,11068.0
Escárcega,3034.0
Candelaria,2288.0
Calkiní,26113.0
Hopelchén,15673.0
Seybaplaya,No Data
