Municipio,Edad mediana
Total estatal,28.0
Bacalar,26.0
Felipe Carrillo Puerto,25.0
Othón P. Blanco,30.0
Tulum,26.0
Solidaridad,28.0
Benito Juárez,29.0
Isla Mujeres,28.0
Puerto Morelos,29.0
Cozumel,30.0
José María Morelos,25.0
Lázaro Cárdenas,26.0
