Municipio,Población total
Total estatal,1.857985e6
Bacalar,41754.0
Felipe Carrillo Puerto,83990.0
Othón P. Blanco,233648.0
Tulum,46721.0
Solidaridad,333800.0
Benito Juárez,911503.0
Isla Mujeres,22686.0
Puerto Morelos,26921.0
Cozumel,88626.0
José María Morelos,39165.0
Lázaro Cárdenas,29171.0
