Municipio,Total
Tlapanalá,21.0
Total estatal,601680.0
Tianguismanalco,810.0
Tepexco,19.0
Tzicatlacoyan,30.0
Puebla,47199.0
Cuayuca de Andrade ,16.0
Zapotitlán,1535.0
Ocoyucan,1250.0
Nealtican,1094.0
San Pedro Cholula,1325.0
San Nicolás de los Ranchos ,64.0
Aquixtla,390.0
Tlaltenango,27.0
Ahuehuetitla ,3.0
Tlacuilotepec,3465.0
Soltepec,24.0
Huauchinango,21934.0
San Nicolás Buenos Aires,19.0
Tecali de Herrera,109.0
Chinantla ,15.0
Altepexi,8917.0
San Matías Tlalancaleca,60.0
Naupan,8005.0
Quecholac,78.0
Ixcamilpa de Guerrero ,102.0
Quimixtlán,222.0
Tlaola,11261.0
Hueytlalpan ,4444.0
San Jerónimo Xayacatlán ,1779.0
Tepeyahualco de Cuauhtémoc ,21.0
Atlequizayan ,2544.0
Albino Zertuche ,30.0
Caxhuacan ,3031.0
Cohuecan ,356.0
