Municipio,Porcentaje de mujeres
Total estatal,49.5809169611165
Bacalar,49.5832734588303
Felipe Carrillo Puerto,50.0488153351589
Othón P. Blanco,50.7395740601246
Tulum,47.7964940818904
Solidaridad,48.9286998202516
Benito Juárez,49.6079552124348
Isla Mujeres,49.1228070175439
Puerto Morelos,48.6237509750752
Cozumel,49.8849096202017
José María Morelos,49.3042257117324
Lázaro Cárdenas,49.1138459428885
