Municipio,Nacimientos
Total estatal,18266.0
San Blas,569.0
Compostela,1169.0
Del Nayar ,1319.0
San Pedro Lagunillas,84.0
La Yesca,101.0
Acaponeta,508.0
Jala,353.0
Tepic,5327.0
Tecuala,507.0
Xalisco,901.0
Ixtlán del Río,487.0
Ahuacatlán,179.0
Amatlán de Cañas,143.0
Rosamorada,502.0
Huajicori,287.0
Ruíz,402.0
Santiago Ixcuintla,1358.0
Santa María del Oro,362.0
Tuxpan,446.0
Bahía de Banderas,2676.0
