Municipio,Defunciones Generales
Total estatal,16496.0
Escuinapa,360.0
Ahome,2420.0
Choix,193.0
Concordia,166.0
Mocorito,340.0
Mazatlán,2832.0
Navolato,849.0
Culiacán,4805.0
San Ignacio,141.0
Badiraguato,169.0
Sinaloa,501.0
Angostura,279.0
Elota,246.0
El Fuerte,611.0
Rosario,367.0
Salvador Alvarado,442.0
Guasave,1681.0
Cosalá,89.0
