Municipio,Nacimientos
Total estatal,49245.0
Escuinapa,1014.0
Ahome,7286.0
Choix,526.0
Concordia,389.0
Mocorito,582.0
Mazatlán,7461.0
Navolato,2635.0
Culiacán,16807.0
San Ignacio,306.0
Badiraguato,483.0
Sinaloa,1377.0
Angostura,586.0
Elota,1057.0
El Fuerte,1523.0
Rosario,914.0
Salvador Alvarado,1322.0
Guasave,4514.0
Cosalá,450.0
