Municipio,Población de 5 años y más hablante de lengua indígena
Total estatal,23426.0
Escuinapa,356.0
Ahome,5188.0
Choix,806.0
Concordia,35.0
Mocorito,93.0
Mazatlán,1507.0
Navolato,2012.0
Culiacán,2733.0
San Ignacio,71.0
Badiraguato,75.0
Sinaloa,1275.0
Angostura,264.0
Elota,725.0
El Fuerte,5957.0
Rosario,140.0
Salvador Alvarado,159.0
Guasave,2012.0
Cosalá,18.0
