Municipio,Población total
Total estatal,2.368467e6
Landa de Matamoros,18794.0
Pedro Escobedo,77404.0
Peñamiller,19141.0
Huimilpan,36808.0
Amealco de Bonfil,66841.0
El Marqués,231668.0
Jalpan de Serra,27343.0
Arroyo Seco,13142.0
San Joaquín,8359.0
Tolimán,27916.0
Pinal de Amoles,27365.0
Ezequiel Montes,45141.0
Tequisquiapan,72201.0
Cadereyta de Montes,69075.0
Corregidora,212567.0
Colón,67121.0
Querétaro,1.049777e6
San Juan del Río,297804.0
