Municipio,Población de 5 años y más hablante de lengua indígena
Total estatal,29585.0
Landa de Matamoros,39.0
Pedro Escobedo,210.0
Peñamiller,50.0
Huimilpan,50.0
Amealco de Bonfil,15028.0
El Marqués,279.0
Jalpan de Serra,289.0
Arroyo Seco,47.0
San Joaquín,23.0
Tolimán,5752.0
Pinal de Amoles,69.0
Ezequiel Montes,200.0
Tequisquiapan,195.0
Cadereyta de Montes,1235.0
Corregidora,550.0
Colón,100.0
Querétaro,4210.0
San Juan del Río,1259.0
